location,latitude,longitude,confirmed,dead,recovered,updated
"Norfolk County, Massachusetts",42.17668,-71.1448516,3659,195,0,2020-04-18 01:41:02.433592+00:00
"Pope County, Arkansas",35.440627,-93.0175712,35,0,0,2020-04-18 01:41:02.433592+00:00
"Kern County, California",35.4937274,-118.8596804,610,3,0,2020-04-18 01:41:02.433592+00:00
Vadodara,22.3071588,73.1812187,152,7,7,2020-04-19 01:22:58.042798+00:00
"Jefferson County, Arkansas",34.227351,-91.9099238,114,6,0,2020-04-18 01:41:02.433592+00:00
"Lafayette County, Louisiana",30.2240897,-92.0198427,414,17,0,2020-04-18 01:41:02.433592+00:00
"Benton County, Minnesota",45.7211058,-93.9732855,4,0,None,2020-04-19 01:40:27.495960+00:00
"Tehama County, California",40.0982197,-122.174605,1,0,None,2020-04-19 01:40:27.495960+00:00
"Woods County, Oklahoma",36.7181862,-98.7481167,1,0,None,2020-04-17 01:40:29.788163+00:00
Tamaulipas,24.26694,-98.8362755,91,5,2,2020-04-19 01:41:33.910447+00:00
Enugu,6.4583661,7.5463885,2,None,2,2020-04-19 01:41:35.625787+00:00
Gemert-Bakel,51.5223418,5.7359912,71,None,None,2020-04-19 01:41:38.881368+00:00
IJsselstein,52.0177649,5.0403003,33,None,None,2020-04-19 01:41:39.433153+00:00
Schouwen-Duiveland,51.6803568,3.952013,10,None,None,2020-04-19 01:41:40.654162+00:00
Botad,22.1722509,71.663622,4,1,0,2020-04-19 01:22:57.822324+00:00
"Escambia County, Florida",30.6389408,-87.3413599,304,8,0,2020-04-18 01:41:02.433592+00:00
Emilia-Romagna,44.49436681,11.3417208,22184,2965,5635,2020-04-19 01:41:41.796934+00:00
"Sequatchie County, Tennessee",35.3469428,-85.3962769,3,0,None,2020-04-19 01:40:27.495960+00:00
"Brantley County, Georgia",31.1510963,-81.9971108,18,2,0,2020-04-18 01:41:02.433592+00:00
"Highlands County, Florida",27.3400286,-81.3400268,66,6,None,2020-04-19 01:40:27.495960+00:00
Arroio do Sal,-29.5501212,-49.8873139,2,1,None,2020-04-19 01:22:15.615437+00:00
"Edgecombe County, North Carolina",35.8840053,-77.6536125,49,1,0,2020-04-18 01:41:02.433592+00:00
Ishikawa,36.3260317,136.5289653,131,3,5,2020-04-19 01:22:46.561304+00:00
Morigaon,26.2528853,92.336955,6,0,2,2020-04-19 01:22:58.471103+00:00
Pyrénées-Atlantiques,43.3269942,-0.7532809,223,20,124,2020-04-19 01:41:44.266321+00:00
"Marion County, Arkansas",36.3194702,-92.6983868,1,0,None,2020-04-19 01:40:27.495960+00:00
"Columbia County, Georgia",33.5098514,-82.2583297,97,1,0,2020-04-18 01:41:02.433592+00:00
"Evans County, Georgia",32.1427011,-81.909826,2,0,None,2020-04-19 01:40:27.495960+00:00
"Champaign County, Illinois",40.2138865,-88.2461183,93,4,0,2020-04-18 01:41:02.433592+00:00
"Hart County, Kentucky",37.3101304,-85.8486236,2,0,None,2020-04-17 01:40:29.788163+00:00
Banaskantha,24.3454739,71.7622481,8,0,0,2020-04-19 01:22:57.789086+00:00
"Cherokee County, Alabama",34.1665322,-85.684578,12,0,None,2020-04-19 01:40:27.495960+00:00
"Henry County, Alabama",31.4469377,-85.1894045,17,0,0,2020-04-18 01:41:02.433592+00:00
"Tuscaloosa County, Alabama",33.3227653,-87.460397,153,0,None,2020-04-19 01:40:27.495960+00:00
"Elbert County, Georgia",34.0795372,-82.8640623,7,0,None,2020-04-19 01:40:27.495960+00:00
"Murray County, Georgia",34.7928029,-84.7315563,18,0,None,2020-04-19 01:40:27.495960+00:00
"Decatur County, Georgia",30.8720058,-84.5222189,55,0,None,2020-04-19 01:40:27.495960+00:00
"Monroe County, Michigan",41.9738893,-83.5070203,224,10,0,2020-04-18 01:41:02.433592+00:00
Wenshan,23.386305,104.23251,2,0,2,2020-04-19 01:22:33.698233+00:00
"Chilton County, Alabama",32.944392,-86.6611083,39,0,0,2020-04-18 01:41:02.433592+00:00
"Covington County, Alabama",31.3066438,-86.4996546,21,1,0,2020-04-18 01:41:02.433592+00:00
"Hamilton County, Florida",30.4755958,-82.9501558,3,0,None,2020-04-19 01:40:27.495960+00:00
"Logan County, Arkansas",35.2475011,-93.6623239,3,0,0,2020-04-18 01:41:02.433592+00:00
"Paulding County, Georgia",33.9142037,-84.8984775,132,5,None,2020-04-19 01:40:27.495960+00:00
"Walker County, Alabama",33.8563605,-87.3016132,83,0,None,2020-04-19 01:40:27.495960+00:00
"Marin County, California",38.083403,-122.7633036,187,10,None,2020-04-19 01:40:27.495960+00:00
"Osceola County, Florida",28.1019838,-81.0754657,403,5,0,2020-04-18 01:41:02.433592+00:00
"Bacon County, Georgia",31.5412085,-82.4319405,17,1,None,2020-04-19 01:40:27.495960+00:00
"Toombs County, Georgia",32.0795072,-82.345189,20,2,0,2020-04-18 01:41:02.433592+00:00
Carnaíba,-7.8044197,-37.7944521,1,1,None,2020-04-19 01:22:17.881339+00:00
"St. John the Baptist County, Louisiana",30.1118331,-90.4879916,637,53,0,2020-04-18 01:41:02.433592+00:00
"Platte County, Nebraska",41.59406,-97.5247243,6,0,None,2020-04-19 01:40:27.495960+00:00
Chiba,35.6074041,140.1065366,507,6,39,2020-04-19 01:22:46.561304+00:00
"Henderson County, North Carolina",35.3725873,-82.4319405,108,11,0,2020-04-18 01:41:02.433592+00:00
Nevşehir,38.624694,34.714151,18,None,None,2020-04-19 01:22:49.707964+00:00
"El Paso County, Colorado",38.9108325,-104.4723301,708,49,None,2020-04-19 01:40:27.495960+00:00
"Sussex County, Delaware",38.6530841,-75.4344727,886,25,0,2020-04-18 01:41:02.433592+00:00
"Bryan County, Georgia",32.0236584,-81.4718387,31,2,None,2020-04-19 01:40:27.495960+00:00
"Lee County, Georgia",31.8128435,-84.1435136,272,15,0,2020-04-18 01:41:02.433592+00:00
"Tallahatchie County, Mississippi",33.9302578,-90.1869644,8,1,None,2020-04-19 01:40:27.495960+00:00
"Douglas County, Georgia",33.7290225,-84.7315563,226,6,0,2020-04-18 01:41:02.433592+00:00
"Meriwether County, Georgia",33.0561282,-84.6897495,40,0,None,2020-04-19 01:40:27.495960+00:00
"Worth County, Missouri",40.4730605,-94.315422,1,0,None,2020-04-19 01:40:27.495960+00:00
"Lamar County, Georgia",33.0765883,-84.1435136,24,0,0,2020-04-18 01:41:02.433592+00:00
Lincang,23.884154,100.088824,1,0,1,2020-04-19 01:22:33.698233+00:00
"Pulaski County, Arkansas",34.7538615,-92.2236667,368,12,0,2020-04-18 01:41:02.433592+00:00
"Alpine County, California",38.5940736,-119.8815203,2,0,None,2020-04-19 01:40:27.495960+00:00
"San Diego County, California",32.7157305,-117.1610966,2158,63,None,2020-04-19 01:40:27.495960+00:00
"Candler County, Georgia",32.4241804,-82.0842901,5,0,0,2020-04-18 01:41:02.433592+00:00
"Miller County, Georgia",31.2008218,-84.7315563,20,0,None,2020-04-19 01:40:27.495960+00:00
"Putnam County, Georgia",33.3069978,-83.3789389,18,1,0,2020-04-18 01:41:02.433592+00:00
"Clark County, Wisconsin",44.8480735,-90.7532809,14,0,0,2020-04-18 01:41:02.433592+00:00
"Desha County, Arkansas",33.8773585,-91.443469,6,0,None,2020-04-19 01:40:27.495960+00:00
"Wakulla County, Florida",30.1301689,-84.3542049,14,1,None,2020-04-19 01:40:27.495960+00:00
LeDong,18.750259,109.173054,2,0,2,2020-04-19 01:22:33.698233+00:00
"Mecosta County, Michigan",43.6201025,-85.354965,12,1,None,2020-04-19 01:40:27.495960+00:00
Foreign imports,37.09024,-95.712891,47,0,47,2020-04-19 01:22:33.698233+00:00
"Colusa County, California",39.1040645,-122.2653887,3,0,None,2020-04-19 01:40:27.495960+00:00
"Gadsden County, Florida",30.5562947,-84.6479124,48,0,0,2020-04-18 01:41:02.433592+00:00
Bengaluru,12.9715987,77.5945627,89,3,42,2020-04-19 01:22:57.338732+00:00
Karabük,41.187489,32.7417419,10,None,None,2020-04-19 01:22:49.500481+00:00
"Perry County, Illinois",38.0612022,-89.3226954,1,0,None,2020-04-19 01:40:27.495960+00:00
Al Mubarraz,25.4051051,49.5483671,2,0,0,2020-04-19 01:22:50.388917+00:00
"Crawford County, Missouri",38.0561057,-91.2891036,6,0,None,2020-04-19 01:40:27.495960+00:00
Kirovohrad Oblast,48.507933,32.262317,234,11,6,2020-04-19 01:22:48.842532+00:00
Tuva,51.8872669,95.6260172,9,0,0,2020-04-17 17:22:53.599939+00:00
Heihe river,39.4274907,99.7471891,14,0,14,2020-04-19 01:22:33.698233+00:00
"Washington County, Illinois",38.3988869,-89.3226954,6,0,0,2020-04-18 01:41:02.433592+00:00
Kars,40.6013378,43.0974525,25,None,None,2020-04-19 01:22:49.522512+00:00
Moscow,55.755826,37.6172999,18105,127,1517,2020-04-17 17:22:52.665976+00:00
Al Makhwa,19.7254426,41.3209993,6,0,0,2020-04-19 01:22:50.587907+00:00
"Story County, Iowa",42.1040438,-93.5003454,17,0,None,2020-04-19 01:40:27.495960+00:00
Shaoxing,29.995762,120.586109,42,0,42,2020-04-19 01:22:33.698233+00:00
Bitlis,38.400569,42.1095019,22,None,None,2020-04-19 01:22:49.223594+00:00
Kayseri,38.720489,35.482597,109,None,None,2020-04-19 01:22:49.544129+00:00
Chechnya,43.4023301,45.7187468,115,5,15,2020-04-17 17:22:53.082306+00:00
Arar,30.9599447,41.0595636,16,0,2,2020-04-19 01:22:50.261847+00:00
Saihat,26.4889127,50.0282017,2,0,0,2020-04-19 01:22:50.305622+00:00
Markazi,34.612305,49.8547266,882,None,None,2020-04-19 01:22:51.740456+00:00
"Pratt County, Kansas",37.5691719,-98.7481167,1,0,None,2020-04-19 01:40:27.495960+00:00
"Maries County, Missouri",38.1738674,-91.949021,2,0,None,2020-04-19 01:40:27.495960+00:00
Mahisagar,23.1711262,73.5594128,1,0,0,2020-04-19 01:22:57.910707+00:00
"Newton County, Missouri",36.9618494,-94.315422,9,0,None,2020-04-19 01:40:27.495960+00:00
"Henry County, Kentucky",38.4268385,-85.1479364,3,0,None,2020-04-19 01:40:27.495960+00:00
"Perry County, Pennsylvania",40.371376,-77.2405153,20,1,0,2020-04-18 01:41:02.433592+00:00
Gwangju,35.1595454,126.8526012,27,0,15,2020-04-19 01:22:47.658849+00:00
Düzce,40.83872,31.162609,21,None,None,2020-04-19 01:22:49.321984+00:00
Elazığ,38.674816,39.222515,9,None,None,2020-04-19 01:22:49.343141+00:00
Gümüşhane,40.460825,39.480321,12,None,None,2020-04-19 01:22:49.411699+00:00
"Teton County, Idaho",43.7845793,-111.1917625,8,0,None,2020-04-19 01:40:27.495960+00:00
"Warren County, Indiana",40.319245,-87.3413599,6,1,0,2020-04-18 01:41:02.433592+00:00
"Plymouth County, Iowa",42.776665,-96.1526985,8,0,0,2020-04-18 01:41:02.433592+00:00
"Sioux County, Iowa",43.0869936,-96.1526985,7,0,None,2020-04-19 01:40:27.495960+00:00
"Rapides County, Louisiana",31.1461104,-92.539603,201,7,0,2020-04-18 01:41:02.433592+00:00
Sverdlovsk Oblast,59.007735,61.9316226,115,0,47,2020-04-17 17:22:53.094125+00:00
"Bristol County, Massachusetts",41.7938406,-71.1448516,1698,75,0,2020-04-18 01:41:02.433592+00:00
"Lyon County, Minnesota",44.3981292,-95.8987139,6,0,None,2020-04-19 01:40:27.495960+00:00
Buryatia,54.8331146,112.406053,103,2,24,2020-04-17 17:22:53.148953+00:00
Duiven,51.9474576,6.0179496,12,None,None,2020-04-19 01:41:38.688732+00:00
Chelyabinsk Oblast,54.4319422,60.8788963,57,0,26,2020-04-17 17:22:53.336440+00:00
Magadan Oblast,62.6643417,153.914991,18,0,1,2020-04-17 17:22:53.534046+00:00
Gangwon,37.8228,128.1555,49,1,26,2020-04-19 01:22:47.713619+00:00
Chungbuk,36.8,127.7,45,0,28,2020-04-19 01:22:47.724570+00:00
Catu,-12.3713805,-38.3852123,4,0,None,2020-04-19 01:22:18.061745+00:00
Aydın,37.8380162,27.8455601,12,None,None,2020-04-19 01:22:49.143376+00:00
"Miami County, Indiana",40.770099,-86.0529604,21,0,None,2020-04-19 01:40:27.495960+00:00
"Newton County, Indiana",40.9703076,-87.4207518,31,4,0,2020-04-18 01:41:02.433592+00:00
"Appanoose County, Iowa",40.6806102,-92.8577105,2,1,None,2020-04-19 01:40:27.495960+00:00
Mie,33.8143901,136.0487047,19,0,11,2020-04-19 01:22:46.561304+00:00
Edam-Volendam,52.5045411,5.045998,19,None,None,2020-04-19 01:41:38.710578+00:00
s-Gravenhage,52.0704978,4.3006999,240,None,None,2020-04-19 01:41:40.596929+00:00
Fukushima,37.7607991,140.4747855,38,0,3,2020-04-19 01:22:46.561304+00:00
Hokkaido,43.2203266,142.8634737,287,12,161,2020-04-19 01:22:46.561304+00:00
"Lawrence County, Arkansas",35.9969735,-91.135302,25,1,0,2020-04-18 01:41:02.433592+00:00
"San Bernardino County, California",34.9592083,-116.419389,1219,57,0,2020-04-18 01:41:02.433592+00:00
Kherson Oblast,46.635417,32.616867,56,1,6,2020-04-19 01:22:48.950507+00:00
Khuzistan,31.4360149,49.041312,444,None,None,2020-04-19 01:22:51.763962+00:00
"Lackawanna County, Pennsylvania",41.4421199,-75.5742467,620,35,0,2020-04-18 01:41:02.433592+00:00
São João da Boa Vista,-21.9707138,-46.7953572,5,0,None,2020-04-19 01:22:28.869150+00:00
Alipurduar,26.4922164,89.5319627,0,0,0,2020-04-19 01:22:53.851229+00:00
"Middlesex County, Connecticut",41.4698505,-72.4731529,448,37,0,2020-04-18 01:41:02.433592+00:00
"Spartanburg County, South Carolina",34.860551,-81.9534815,211,5,0,2020-04-18 01:41:02.433592+00:00
Shijiang County,27.818354,115.731721,20,0,20,2020-04-19 01:22:33.698233+00:00
Dakshina Kannada,12.8437814,75.2479061,12,0,11,2020-04-19 01:22:57.361285+00:00
"New Haven County, Connecticut",41.3266911,-72.8042797,4743,241,0,2020-04-18 01:41:02.433592+00:00
Chernivtsi Oblast,48.291683,25.935217,840,12,25,2020-04-19 01:22:48.983598+00:00
Murshidabad,24.1759039,88.2801785,1,0,0,2020-04-19 01:22:54.006934+00:00
"Iowa County, Wisconsin",42.9416737,-90.0746767,6,0,None,2020-04-19 01:40:27.495960+00:00
Ehime,33.6025306,132.7857583,38,1,4,2020-04-19 01:22:46.561304+00:00
North 24 Parganas,22.6168099,88.402895,13,1,1,2020-04-19 01:22:54.028048+00:00
Mirzapur,25.1336987,82.5644344,3,0,0,2020-04-19 01:22:54.716076+00:00
Pilibhit,28.62494,79.8075272,0,0,2,2020-04-19 01:22:54.748481+00:00
Saharanpur,29.9680035,77.5552066,52,0,0,2020-04-19 01:22:54.759686+00:00
Vijayapura,16.8301708,75.710031,21,2,0,2020-04-19 01:22:57.539996+00:00
Nagasaki,32.7503334,129.8778888,14,0,2,2020-04-19 01:22:46.561304+00:00
"Talladega County, Alabama",33.4231716,-86.1344697,44,1,0,2020-04-18 01:41:02.433592+00:00
Okayama,34.6555312,133.919795,16,0,1,2020-04-19 01:22:46.561304+00:00
Balıkesir,39.6532976,27.8903423,87,5,None,2020-04-19 01:22:49.154959+00:00
Sakarya,40.7730743,30.3948169,207,3,None,2020-04-19 01:22:49.765187+00:00
Zonguldak,41.453521,31.78938,112,5,None,2020-04-19 01:22:49.931640+00:00
Amroha,28.9051778,78.467318,7,0,0,2020-04-19 01:22:54.518956+00:00
Patiala,30.3397809,76.3868797,26,0,1,2020-04-19 01:22:55.361204+00:00
Ryazan Oblast,54.3875964,41.2595661,184,0,4,2020-04-17 17:22:52.856271+00:00
"Tolland County, Connecticut",41.8418987,-72.3784679,270,24,0,2020-04-18 01:41:02.433592+00:00
"Marion County, Georgia",32.328102,-84.5222189,26,1,None,2020-04-19 01:40:27.495960+00:00
Meerut,28.9844618,77.7064137,45,2,15,2020-04-19 01:22:54.705152+00:00
Buraydah,26.3592309,43.981812,46,1,5,2020-04-19 01:22:50.219253+00:00
Jalna,19.8346659,75.8816345,2,0,0,2020-04-19 01:22:56.236221+00:00
Seoul,37.566535,126.9779692,595,2,185,2020-04-19 01:22:47.614086+00:00
"Southeast Fairbanks Census Area, Alaska",63.9603869,-143.6296999,1,0,None,2020-04-19 01:40:27.495960+00:00
"Crawford County, Arkansas",35.5762761,-94.315422,4,0,None,2020-04-19 01:40:27.495960+00:00
"Jackson County, Arkansas",35.6479574,-91.135302,1,0,None,2020-04-19 01:40:27.495960+00:00
Kannur,11.8744775,75.3703662,85,0,38,2020-04-19 01:22:56.491580+00:00
Tambov Oblast,52.6416589,41.4216451,133,0,8,2020-04-17 17:22:53.019130+00:00
Kaliningrad Oblast,54.8235292,21.4816162,104,1,28,2020-04-17 17:22:53.138015+00:00
"Clark County, Indiana",38.4492903,-85.7256372,160,11,0,2020-04-18 01:41:02.433592+00:00
"Powell County, Kentucky",37.8380647,-83.8260884,1,0,None,2020-04-19 01:40:27.495960+00:00
Angatuba,-23.489752,-48.4101587,1,1,None,2020-04-19 01:22:15.091684+00:00
"Cherokee County, Georgia",34.2514526,-84.4802606,276,8,0,2020-04-18 01:41:02.433592+00:00
"Harris County, Georgia",32.7032697,-84.8567932,37,2,0,2020-04-18 01:41:02.433592+00:00
Aparecida,-22.8468938,-45.2315651,1,0,None,2020-04-19 01:22:15.192389+00:00
"Cassia County, Idaho",42.358036,-113.5728501,10,1,None,2020-04-19 01:40:27.495960+00:00
"Carroll County, Illinois",42.0385843,-89.9626799,6,1,0,2020-04-18 01:41:02.433592+00:00
Jincheng,35.490701,112.851831,10,0,10,2020-04-19 01:22:33.698233+00:00
"Clay County, Georgia",31.6447931,-85.0025539,20,2,0,2020-04-18 01:41:02.433592+00:00
"Jersey County, Illinois",39.0704754,-90.3748354,8,0,None,2020-04-19 01:40:27.495960+00:00
"Clinch County, Georgia",30.9716985,-82.820974,7,0,None,2020-04-19 01:40:27.495960+00:00
"Cobb County, Georgia",33.8999297,-84.564147,1100,51,0,2020-04-18 01:41:02.433592+00:00
"Oglethorpe County, Georgia",33.9119731,-83.0361376,32,2,None,2020-04-19 01:40:27.495960+00:00
"Missoula County, Montana",47.0240503,-113.6869923,35,1,0,2020-04-18 01:41:02.433592+00:00
"Thomas County, Georgia",30.8417409,-83.8473015,115,13,None,2020-04-19 01:40:27.495960+00:00
"Dodge County, Georgia",32.1287268,-83.2077645,19,0,None,2020-04-19 01:40:27.495960+00:00
"Upson County, Georgia",32.9047684,-84.3121264,170,8,0,2020-04-18 01:41:02.433592+00:00
"Hancock County, Indiana",39.8249915,-85.8486236,135,6,0,2020-04-18 01:41:02.433592+00:00
"Bibb County, Alabama",32.9562798,-87.1422895,26,0,0,2020-04-18 01:41:02.433592+00:00
"Hendricks County, Indiana",39.8064942,-86.5400674,435,17,0,2020-04-18 01:41:02.433592+00:00
"Washington County, Pennsylvania",40.1367719,-80.1875065,79,2,0,2020-04-18 01:41:02.433592+00:00
Landerd,51.7267746,5.6594923,30,None,None,2020-04-19 01:41:39.548133+00:00
Lüliang,37.518314,111.144319,6,0,6,2020-04-19 01:22:33.698233+00:00
"Randolph County, Alabama",33.2681523,-85.520024,51,3,None,2020-04-19 01:40:27.495960+00:00
"Phillips County, Arkansas",34.4611206,-90.8675134,4,1,None,2020-04-19 01:40:27.495960+00:00
"Wayne County, Indiana",39.831882,-84.981754,23,2,0,2020-04-18 01:41:02.433592+00:00
Chenzhou,25.770509,113.014717,39,0,39,2020-04-19 01:22:33.698233+00:00
"Honolulu County, Hawaii",21.3069857,-157.8584319,382,6,0,2020-04-18 01:41:02.433592+00:00
"Cerro Gordo County, Iowa",43.1543186,-93.2029675,14,0,None,2020-04-19 01:40:27.495960+00:00
"Poinsett County, Arkansas",35.6078586,-90.6393702,10,0,None,2020-04-19 01:40:27.495960+00:00
"McDonough County, Illinois",40.3885122,-90.6773046,3,0,None,2020-04-19 01:40:27.495960+00:00
"Moultrie County, Illinois",39.6020543,-88.5951751,2,0,None,2020-04-19 01:40:27.495960+00:00
Landgraaf,50.8927646,6.0224085,46,None,None,2020-04-19 01:41:39.558981+00:00
"St. Clair County, Illinois",38.400812,-89.9253233,265,17,0,2020-04-18 01:41:02.433592+00:00
Alcântara,-2.4039377,-44.4152544,1,0,None,2020-04-19 01:22:14.804166+00:00
Xiangtan,27.829795,112.944026,36,0,36,2020-04-19 01:22:33.698233+00:00
"Miami-Dade County, Florida",25.5516034,-80.6326916,9045,198,0,2020-04-18 01:41:02.433592+00:00
"Clay County, Iowa",43.1368038,-95.1432068,2,0,None,2020-04-19 01:40:27.495960+00:00
"Orange County, Florida",28.4844995,-81.2518833,1180,23,0,2020-04-18 01:41:02.433592+00:00
"Gordon County, Georgia",34.4891699,-84.8567932,57,5,0,2020-04-18 01:41:02.433592+00:00
"Bannock County, Idaho",42.5836362,-112.1430215,8,0,None,2020-04-19 01:40:27.495960+00:00
"Stark County, Ohio",40.8684676,-81.2518833,221,23,0,2020-04-18 01:41:02.433592+00:00
"Beckham County, Oklahoma",35.2687266,-99.634135,2,0,None,2020-04-19 01:40:27.495960+00:00
"Bryan County, Oklahoma",33.902127,-96.3226072,5,0,None,2020-04-19 01:40:27.495960+00:00
Arapiraca,-9.755572,-36.6639592,1,0,None,2020-04-19 01:22:15.357439+00:00
Arari,-3.4569632,-44.77683,1,0,None,2020-04-19 01:22:15.412436+00:00
Avaí,-27.34952,-51.601318,1,0,None,2020-04-19 01:22:15.735386+00:00
Cananéia,-25.012621,-47.9338687,1,0,None,2020-04-19 01:22:17.373373+00:00
Catanduvas,-27.0695688,-51.6605116,1,0,None,2020-04-19 01:22:18.028617+00:00
Congo,-4.2633597,15.2428853,1,0,None,2020-04-19 01:22:18.479794+00:00
Cururupu,-1.8249104,-44.8739331,1,0,None,2020-04-19 01:22:18.775874+00:00
Herval d'Oeste,-27.1702231,-51.4949024,1,0,None,2020-04-19 01:22:20.079815+00:00
Ibirapuitã,-28.6197643,-52.5196754,1,0,None,2020-04-19 01:22:21.606131+00:00
Icatu,-2.7738739,-44.062008,0,0,None,2020-04-19 01:22:21.693243+00:00
Iguape,-24.7069669,-47.5574895,3,0,None,2020-04-19 01:22:21.770817+00:00
Jaçanã,-23.4671208,-46.5714143,1,0,None,2020-04-19 01:22:22.983678+00:00
Junco do Maranhão,-1.9760588,-46.1709012,1,0,None,2020-04-19 01:22:23.183186+00:00
Junqueirópolis,-21.5101659,-51.4373487,1,0,None,2020-04-19 01:22:23.216253+00:00
Matinha,-3.0988588,-45.0354138,3,0,None,2020-04-19 01:22:24.077803+00:00
Montividiu,-17.4494387,-51.1760652,1,0,None,2020-04-19 01:22:24.461191+00:00
Vargem Grande,-21.8443348,-46.8980683,1,0,None,2020-04-19 01:22:30.327193+00:00
Changchun,43.817071,125.323544,48,0,46,2020-04-19 01:22:33.698233+00:00
Siping city,43.166419,124.350398,15,1,14,2020-04-19 01:22:33.698233+00:00
Liaoyuan,42.887766,125.14366,7,0,7,2020-04-19 01:22:33.698233+00:00
Yanbian,42.909408,129.4718681,7,0,7,2020-04-19 01:22:33.698233+00:00
"Pike County, Kentucky",37.4842087,-82.4752757,6,1,None,2020-04-19 01:40:27.495960+00:00
"St. Bernard County, Louisiana",29.879791,-89.3226954,409,11,0,2020-04-18 01:41:02.433592+00:00
"Wilkinson County, Mississippi",31.1646163,-91.2891036,55,4,0,2020-04-18 01:41:02.433592+00:00
"Forsyth County, North Carolina",36.1200003,-80.1875065,126,5,0,2020-04-18 01:41:02.433592+00:00
Ardahan,41.11295,42.70228,5,None,None,2020-04-19 01:22:49.121543+00:00
São Miguel,-6.2119172,-38.4966459,1,0,None,2020-04-19 01:22:29.135421+00:00
Taquarituba,-23.5263785,-49.2460191,1,0,None,2020-04-19 01:22:29.475532+00:00
Tarabai,-22.3020842,-51.5626149,2,0,None,2020-04-19 01:22:29.486329+00:00
Piedade,-23.7288509,-47.4335977,1,0,None,2020-04-19 01:22:25.872872+00:00
